chr	sart	end	log2FoldChange	stat	pval	padj
chr2R	22606210	22606450	0.973454940392696	2.40441252296834	0.0161984825134677	0.999987942713914
chr2R	22801410	22801620	-0.81343256411746	-2.34503584401308	0.019025250486964	0.999987942713914
chr2R	24647720	24647940	0.843853954365002	2.12039439546027	0.0339727989546766	0.999987942713914
chr2R	28074500	28074700	-0.860959320004017	-2.3578407696687	0.0183815756238086	0.999987942713914
chr2R	28467530	28467740	0.570995796546044	2.11964866520222	0.0340356851729424	0.999987942713914
chr2R	28847660	28847920	0.528805447881099	2.05174262830617	0.0401946815776104	0.999987942713914
chr2R	29773420	29773640	0.64021112488473	2.35194105741128	0.0186757340512403	0.999987942713914
chr2R	30477410	30477610	-0.626696549033861	-2.23523872493458	0.0254016804164976	0.999987942713914
chr2R	32179280	32179490	0.616184574603912	2.22067814374752	0.0263727688191642	0.999987942713914
chr2R	32194870	32195120	-0.511852008775647	-2.03571577790101	0.0417789038148756	0.999987942713914
chr2R	32218540	32219890	0.379863797463858	2.56709902428708	0.0102553321214423	0.999987942713914
